label,kv_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,dtype,use_tensor_cores,backend,fixed_split_size,requested_fixed_split_size,target_split_k,split_k_count,disable_split_kv,split_kv,kv_chunk_size_tokens,kv_chunk_size_pages,num_chunks_kv,CTA_TILE_Q,CTA_TILE_KV,NUM_MMA_Q,NUM_MMA_KV,NUM_WARPS_Q,NUM_WARPS_KV,ms,tflops,gb_per_s_est
[baseline_after] llama3_8b_float16_split_k_12,7168,16,32,8,128,16,fp16,1,fa2,38,,12,12,0,1,608,38,12,16,64,1,1,1,4,0.55387,3.393,848.2
[baseline_after] llama3_8b_float16_split_k_12,7296,16,32,8,128,16,fp16,1,fa2,38,,12,12,0,1,608,38,12,16,64,1,1,1,4,0.56118,3.408,852.0
[baseline_after] llama3_8b_float16_split_k_12,7424,16,32,8,128,16,fp16,1,fa2,39,,12,12,0,1,624,39,12,16,64,1,1,1,4,0.57109,3.408,851.9
[baseline_after] llama3_8b_float16_split_k_12,7552,16,32,8,128,16,fp16,1,fa2,40,,12,12,0,1,640,40,12,16,64,1,1,1,4,0.58056,3.41,852.5
[baseline_after] llama3_8b_float16_split_k_12,7680,16,32,8,128,16,fp16,1,fa2,40,,12,12,0,1,640,40,12,16,64,1,1,1,4,0.58913,3.417,854.3
[baseline_after] llama3_8b_float16_split_k_12,7808,16,32,8,128,16,fp16,1,fa2,41,,12,12,0,1,656,41,12,16,64,1,1,1,4,0.60137,3.404,850.9
[baseline_after] llama3_8b_float16_split_k_12,7936,16,32,8,128,16,fp16,1,fa2,42,,12,12,0,1,672,42,12,16,64,1,1,1,4,0.60994,3.411,852.7
[baseline_after] llama3_8b_float16_split_k_12,8064,16,32,8,128,16,fp16,1,fa2,42,,12,12,0,1,672,42,12,16,64,1,1,1,4,0.61848,3.418,854.5
[baseline_after] llama3_8b_float16_split_k_12,8192,16,32,8,128,16,fp16,1,fa2,43,,12,12,0,1,688,43,12,16,64,1,1,1,4,0.62739,3.423,855.7
[baseline_before] llama3_8b_float16_split_k_13,128,16,32,8,128,16,fp16,1,fa2,1,,13,13,0,1,16,1,8,16,64,1,1,1,4,0.05038,0.666,166.5
[baseline_before] llama3_8b_float16_split_k_13,256,16,32,8,128,16,fp16,1,fa2,2,,13,13,0,1,32,2,8,16,64,1,1,1,4,0.05058,1.327,331.7
[baseline_before] llama3_8b_float16_split_k_13,384,16,32,8,128,16,fp16,1,fa2,2,,13,13,0,1,32,2,12,16,64,1,1,1,4,0.06912,1.456,364.1
[baseline_before] llama3_8b_float16_split_k_13,512,16,32,8,128,16,fp16,1,fa2,3,,13,13,0,1,48,3,11,16,64,1,1,1,4,0.06712,2.0,499.9
[baseline_before] llama3_8b_float16_split_k_13,640,16,32,8,128,16,fp16,1,fa2,4,,13,13,0,1,64,4,10,16,64,1,1,1,4,0.0682,2.46,615.0
[baseline_before] llama3_8b_float16_split_k_13,768,16,32,8,128,16,fp16,1,fa2,4,,13,13,0,1,64,4,12,16,64,1,1,1,4,0.0792,2.542,635.5
[baseline_before] llama3_8b_float16_split_k_13,896,16,32,8,128,16,fp16,1,fa2,5,,13,13,0,1,80,5,12,16,64,1,1,1,4,0.09188,2.556,639.1
[baseline_before] llama3_8b_float16_split_k_13,1024,16,32,8,128,16,fp16,1,fa2,5,,13,13,0,1,80,5,13,16,64,1,1,1,4,0.10122,2.652,663.0
[baseline_before] llama3_8b_float16_split_k_13,1152,16,32,8,128,16,fp16,1,fa2,6,,13,13,0,1,96,6,12,16,64,1,1,1,4,0.10751,2.809,702.2
[baseline_before] llama3_8b_float16_split_k_13,1280,16,32,8,128,16,fp16,1,fa2,7,,13,13,0,1,112,7,12,16,64,1,1,1,4,0.11491,2.92,730.0
[baseline_before] llama3_8b_float16_split_k_13,1408,16,32,8,128,16,fp16,1,fa2,7,,13,13,0,1,112,7,13,16,64,1,1,1,4,0.12504,2.952,738.0
[baseline_before] llama3_8b_float16_split_k_13,1536,16,32,8,128,16,fp16,1,fa2,8,,13,13,0,1,128,8,12,16,64,1,1,1,4,0.13384,3.008,752.1
[baseline_before] llama3_8b_float16_split_k_13,1664,16,32,8,128,16,fp16,1,fa2,8,,13,13,0,1,128,8,13,16,64,1,1,1,4,0.14388,3.032,758.0
[baseline_before] llama3_8b_float16_split_k_13,1792,16,32,8,128,16,fp16,1,fa2,9,,13,13,0,1,144,9,13,16,64,1,1,1,4,0.15539,3.023,755.8
[baseline_before] llama3_8b_float16_split_k_13,1920,16,32,8,128,16,fp16,1,fa2,10,,13,13,0,1,160,10,12,16,64,1,1,1,4,0.16443,3.061,765.2
[baseline_before] llama3_8b_float16_split_k_13,2048,16,32,8,128,16,fp16,1,fa2,10,,13,13,0,1,160,10,13,16,64,1,1,1,4,0.17443,3.078,769.5
[baseline_before] llama3_8b_float16_split_k_13,2176,16,32,8,128,16,fp16,1,fa2,11,,13,13,0,1,176,11,13,16,64,1,1,1,4,0.18272,3.122,780.5
[baseline_before] llama3_8b_float16_split_k_13,2304,16,32,8,128,16,fp16,1,fa2,12,,13,13,0,1,192,12,12,16,64,1,1,1,4,0.19192,3.147,786.8
[baseline_before] llama3_8b_float16_split_k_13,2432,16,32,8,128,16,fp16,1,fa2,12,,13,13,0,1,192,12,13,16,64,1,1,1,4,0.2013,3.167,791.8
[baseline_before] llama3_8b_float16_split_k_13,2560,16,32,8,128,16,fp16,1,fa2,13,,13,13,0,1,208,13,13,16,64,1,1,1,4,0.2133,3.146,786.6
[baseline_before] llama3_8b_float16_split_k_13,2688,16,32,8,128,16,fp16,1,fa2,13,,13,13,0,1,208,13,13,16,64,1,1,1,4,0.22382,3.148,787.1
[baseline_before] llama3_8b_float16_split_k_13,2816,16,32,8,128,16,fp16,1,fa2,14,,13,13,0,1,224,14,13,16,64,1,1,1,4,0.23215,3.18,795.0
[baseline_before] llama3_8b_float16_split_k_13,2944,16,32,8,128,16,fp16,1,fa2,15,,13,13,0,1,240,15,13,16,64,1,1,1,4,0.24001,3.216,803.9
[baseline_before] llama3_8b_float16_split_k_13,3072,16,32,8,128,16,fp16,1,fa2,15,,13,13,0,1,240,15,13,16,64,1,1,1,4,0.2495,3.228,806.9
[baseline_before] llama3_8b_float16_split_k_13,3200,16,32,8,128,16,fp16,1,fa2,16,,13,13,0,1,256,16,13,16,64,1,1,1,4,0.25844,3.246,811.5
[baseline_before] llama3_8b_float16_split_k_13,3328,16,32,8,128,16,fp16,1,fa2,16,,13,13,0,1,256,16,13,16,64,1,1,1,4,0.26856,3.249,812.1
[baseline_before] llama3_8b_float16_split_k_13,3456,16,32,8,128,16,fp16,1,fa2,17,,13,13,0,1,272,17,13,16,64,1,1,1,4,0.2799,3.237,809.2
[baseline_before] llama3_8b_float16_split_k_13,3584,16,32,8,128,16,fp16,1,fa2,18,,13,13,0,1,288,18,13,16,64,1,1,1,4,0.28924,3.248,812.1
[baseline_before] llama3_8b_float16_split_k_13,3712,16,32,8,128,16,fp16,1,fa2,18,,13,13,0,1,288,18,13,16,64,1,1,1,4,0.29853,3.26,814.9
[baseline_before] llama3_8b_float16_split_k_13,3840,16,32,8,128,16,fp16,1,fa2,19,,13,13,0,1,304,19,13,16,64,1,1,1,4,0.30612,3.288,822.1
[baseline_before] llama3_8b_float16_split_k_13,3968,16,32,8,128,16,fp16,1,fa2,20,,13,13,0,1,320,20,13,16,64,1,1,1,4,0.31567,3.295,823.8
[baseline_before] llama3_8b_float16_split_k_13,4096,16,32,8,128,16,fp16,1,fa2,20,,13,13,0,1,320,20,13,16,64,1,1,1,4,0.3247,3.307,826.7
[baseline_before] llama3_8b_float16_split_k_13,4224,16,32,8,128,16,fp16,1,fa2,21,,13,13,0,1,336,21,13,16,64,1,1,1,4,0.33735,3.282,820.6
[baseline_before] llama3_8b_float16_split_k_13,4352,16,32,8,128,16,fp16,1,fa2,21,,13,13,0,1,336,21,13,16,64,1,1,1,4,0.34668,3.291,822.7
[baseline_before] llama3_8b_float16_split_k_13,4480,16,32,8,128,16,fp16,1,fa2,22,,13,13,0,1,352,22,13,16,64,1,1,1,4,0.35477,3.31,827.6
[baseline_before] llama3_8b_float16_split_k_13,4608,16,32,8,128,16,fp16,1,fa2,23,,13,13,0,1,368,23,13,16,64,1,1,1,4,0.36364,3.322,830.5
[baseline_before] llama3_8b_float16_split_k_13,4736,16,32,8,128,16,fp16,1,fa2,23,,13,13,0,1,368,23,13,16,64,1,1,1,4,0.3724,3.334,833.4
[baseline_before] llama3_8b_float16_split_k_13,4864,16,32,8,128,16,fp16,1,fa2,24,,13,13,0,1,384,24,13,16,64,1,1,1,4,0.38226,3.336,833.9
[baseline_before] llama3_8b_float16_split_k_13,4992,16,32,8,128,16,fp16,1,fa2,24,,13,13,0,1,384,24,13,16,64,1,1,1,4,0.39193,3.339,834.7
[baseline_before] llama3_8b_float16_split_k_13,5120,16,32,8,128,16,fp16,1,fa2,25,,13,13,0,1,400,25,13,16,64,1,1,1,4,0.40303,3.33,832.6
[baseline_before] llama3_8b_float16_split_k_13,5248,16,32,8,128,16,fp16,1,fa2,26,,13,13,0,1,416,26,13,16,64,1,1,1,4,0.41107,3.347,836.7
[baseline_before] llama3_8b_float16_split_k_13,5376,16,32,8,128,16,fp16,1,fa2,26,,13,13,0,1,416,26,13,16,64,1,1,1,4,0.42209,3.339,834.7
[baseline_before] llama3_8b_float16_split_k_13,5504,16,32,8,128,16,fp16,1,fa2,27,,13,13,0,1,432,27,13,16,64,1,1,1,4,0.42951,3.359,839.8
[baseline_before] llama3_8b_float16_split_k_13,5632,16,32,8,128,16,fp16,1,fa2,28,,13,13,0,1,448,28,13,16,64,1,1,1,4,0.43897,3.363,840.8
[baseline_before] llama3_8b_float16_split_k_13,5760,16,32,8,128,16,fp16,1,fa2,28,,13,13,0,1,448,28,13,16,64,1,1,1,4,0.44854,3.366,841.6
[baseline_before] llama3_8b_float16_split_k_13,5888,16,32,8,128,16,fp16,1,fa2,29,,13,13,0,1,464,29,13,16,64,1,1,1,4,0.45986,3.356,839.1
[baseline_before] llama3_8b_float16_split_k_13,6016,16,32,8,128,16,fp16,1,fa2,29,,13,13,0,1,464,29,13,16,64,1,1,1,4,0.46977,3.357,839.3
[baseline_before] llama3_8b_float16_split_k_13,6144,16,32,8,128,16,fp16,1,fa2,30,,13,13,0,1,480,30,13,16,64,1,1,1,4,0.47764,3.372,843.0
[baseline_before] llama3_8b_float16_split_k_13,6272,16,32,8,128,16,fp16,1,fa2,31,,13,13,0,1,496,31,13,16,64,1,1,1,4,0.48648,3.38,844.9
[baseline_before] llama3_8b_float16_split_k_13,6400,16,32,8,128,16,fp16,1,fa2,31,,13,13,0,1,496,31,13,16,64,1,1,1,4,0.49589,3.383,845.8
[baseline_before] llama3_8b_float16_split_k_13,6528,16,32,8,128,16,fp16,1,fa2,32,,13,13,0,1,512,32,13,16,64,1,1,1,4,0.50515,3.388,846.9
[baseline_before] llama3_8b_float16_split_k_13,6656,16,32,8,128,16,fp16,1,fa2,32,,13,13,0,1,512,32,13,16,64,1,1,1,4,0.5141,3.394,848.5
[baseline_before] llama3_8b_float16_split_k_13,6784,16,32,8,128,16,fp16,1,fa2,33,,13,13,0,1,528,33,13,16,64,1,1,1,4,0.52577,3.382,845.6
[baseline_before] llama3_8b_float16_split_k_13,6912,16,32,8,128,16,fp16,1,fa2,34,,13,13,0,1,544,34,13,16,64,1,1,1,4,0.53474,3.388,847.1
[baseline_before] llama3_8b_float16_split_k_13,7040,16,32,8,128,16,fp16,1,fa2,34,,13,13,0,1,544,34,13,16,64,1,1,1,4,0.54345,3.396,849.0
[baseline_before] llama3_8b_float16_split_k_13,7168,16,32,8,128,16,fp16,1,fa2,35,,13,13,0,1,560,35,13,16,64,1,1,1,4,0.55262,3.4,850.1
[baseline_before] llama3_8b_float16_split_k_13,7296,16,32,8,128,16,fp16,1,fa2,36,,13,13,0,1,576,36,13,16,64,1,1,1,4,0.56231,3.401,850.3
[baseline_before] llama3_8b_float16_split_k_13,7424,16,32,8,128,16,fp16,1,fa2,36,,13,13,0,1,576,36,13,16,64,1,1,1,4,0.57082,3.409,852.3
[baseline_before] llama3_8b_float16_split_k_13,7552,16,32,8,128,16,fp16,1,fa2,37,,13,13,0,1,592,37,13,16,64,1,1,1,4,0.58257,3.398,849.6
[baseline_before] llama3_8b_float16_split_k_13,7680,16,32,8,128,16,fp16,1,fa2,37,,13,13,0,1,592,37,13,16,64,1,1,1,4,0.59239,3.399,849.6
[baseline_before] llama3_8b_float16_split_k_13,7808,16,32,8,128,16,fp16,1,fa2,38,,13,13,0,1,608,38,13,16,64,1,1,1,4,0.59982,3.412,853.1
[baseline_before] llama3_8b_float16_split_k_13,7936,16,32,8,128,16,fp16,1,fa2,39,,13,13,0,1,624,39,13,16,64,1,1,1,4,0.60947,3.413,853.3
[baseline_before] llama3_8b_float16_split_k_13,8064,16,32,8,128,16,fp16,1,fa2,39,,13,13,0,1,624,39,13,16,64,1,1,1,4,0.61851,3.418,854.5
[baseline_before] llama3_8b_float16_split_k_13,8192,16,32,8,128,16,fp16,1,fa2,40,,13,13,0,1,640,40,13,16,64,1,1,1,4,0.62793,3.42,855.0
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,128,16,32,8,128,16,fp16,1,fa2,1,,13,13,0,1,16,1,8,16,64,1,1,1,4,0.04882,0.687,171.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,256,16,32,8,128,16,fp16,1,fa2,2,,13,13,0,1,32,2,8,16,64,1,1,1,4,0.05019,1.337,334.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,384,16,32,8,128,16,fp16,1,fa2,2,,13,13,0,1,32,2,12,16,64,1,1,1,4,0.06904,1.458,364.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,512,16,32,8,128,16,fp16,1,fa2,3,,13,13,0,1,48,3,11,16,64,1,1,1,4,0.06716,1.999,499.6
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,640,16,32,8,128,16,fp16,1,fa2,4,,13,13,0,1,64,4,10,16,64,1,1,1,4,0.06822,2.459,614.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,768,16,32,8,128,16,fp16,1,fa2,4,,13,13,0,1,64,4,12,16,64,1,1,1,4,0.07931,2.538,634.6
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,896,16,32,8,128,16,fp16,1,fa2,5,,13,13,0,1,80,5,12,16,64,1,1,1,4,0.09369,2.507,626.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1024,16,32,8,128,16,fp16,1,fa2,5,,13,13,0,1,80,5,13,16,64,1,1,1,4,0.10156,2.643,660.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1152,16,32,8,128,16,fp16,1,fa2,6,,13,13,0,1,96,6,12,16,64,1,1,1,4,0.10754,2.808,702.1
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1280,16,32,8,128,16,fp16,1,fa2,7,,13,13,0,1,112,7,12,16,64,1,1,1,4,0.11487,2.921,730.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1408,16,32,8,128,16,fp16,1,fa2,7,,13,13,0,1,112,7,13,16,64,1,1,1,4,0.12495,2.954,738.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1536,16,32,8,128,16,fp16,1,fa2,8,,13,13,0,1,128,8,12,16,64,1,1,1,4,0.13392,3.007,751.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1664,16,32,8,128,16,fp16,1,fa2,8,,13,13,0,1,128,8,13,16,64,1,1,1,4,0.14389,3.031,757.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1792,16,32,8,128,16,fp16,1,fa2,9,,13,13,0,1,144,9,13,16,64,1,1,1,4,0.15596,3.012,753.0
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,1920,16,32,8,128,16,fp16,1,fa2,10,,13,13,0,1,160,10,12,16,64,1,1,1,4,0.16453,3.059,764.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2048,16,32,8,128,16,fp16,1,fa2,10,,13,13,0,1,160,10,13,16,64,1,1,1,4,0.17422,3.081,770.4
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2176,16,32,8,128,16,fp16,1,fa2,11,,13,13,0,1,176,11,13,16,64,1,1,1,4,0.1831,3.115,778.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2304,16,32,8,128,16,fp16,1,fa2,12,,13,13,0,1,192,12,12,16,64,1,1,1,4,0.19224,3.142,785.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2432,16,32,8,128,16,fp16,1,fa2,12,,13,13,0,1,192,12,13,16,64,1,1,1,4,0.20169,3.161,790.2
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2560,16,32,8,128,16,fp16,1,fa2,13,,13,13,0,1,208,13,13,16,64,1,1,1,4,0.21349,3.143,785.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2688,16,32,8,128,16,fp16,1,fa2,13,,13,13,0,1,208,13,13,16,64,1,1,1,4,0.22304,3.159,789.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2816,16,32,8,128,16,fp16,1,fa2,14,,13,13,0,1,224,14,13,16,64,1,1,1,4,0.23135,3.191,797.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,2944,16,32,8,128,16,fp16,1,fa2,15,,13,13,0,1,240,15,13,16,64,1,1,1,4,0.23984,3.218,804.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3072,16,32,8,128,16,fp16,1,fa2,15,,13,13,0,1,240,15,13,16,64,1,1,1,4,0.24987,3.223,805.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3200,16,32,8,128,16,fp16,1,fa2,16,,13,13,0,1,256,16,13,16,64,1,1,1,4,0.259,3.239,809.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3328,16,32,8,128,16,fp16,1,fa2,16,,13,13,0,1,256,16,13,16,64,1,1,1,4,0.26903,3.243,810.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3456,16,32,8,128,16,fp16,1,fa2,17,,13,13,0,1,272,17,13,16,64,1,1,1,4,0.27981,3.238,809.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3584,16,32,8,128,16,fp16,1,fa2,18,,13,13,0,1,288,18,13,16,64,1,1,1,4,0.28838,3.258,814.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3712,16,32,8,128,16,fp16,1,fa2,18,,13,13,0,1,288,18,13,16,64,1,1,1,4,0.29819,3.263,815.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3840,16,32,8,128,16,fp16,1,fa2,19,,13,13,0,1,304,19,13,16,64,1,1,1,4,0.30666,3.283,820.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,3968,16,32,8,128,16,fp16,1,fa2,20,,13,13,0,1,320,20,13,16,64,1,1,1,4,0.31603,3.291,822.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4096,16,32,8,128,16,fp16,1,fa2,20,,13,13,0,1,320,20,13,16,64,1,1,1,4,0.32488,3.305,826.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4224,16,32,8,128,16,fp16,1,fa2,21,,13,13,0,1,336,21,13,16,64,1,1,1,4,0.33672,3.288,822.1
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4352,16,32,8,128,16,fp16,1,fa2,21,,13,13,0,1,336,21,13,16,64,1,1,1,4,0.34615,3.296,824.0
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4480,16,32,8,128,16,fp16,1,fa2,22,,13,13,0,1,352,22,13,16,64,1,1,1,4,0.35526,3.306,826.4
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4608,16,32,8,128,16,fp16,1,fa2,23,,13,13,0,1,368,23,13,16,64,1,1,1,4,0.36394,3.319,829.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4736,16,32,8,128,16,fp16,1,fa2,23,,13,13,0,1,368,23,13,16,64,1,1,1,4,0.37244,3.333,833.4
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4864,16,32,8,128,16,fp16,1,fa2,24,,13,13,0,1,384,24,13,16,64,1,1,1,4,0.38186,3.339,834.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,4992,16,32,8,128,16,fp16,1,fa2,24,,13,13,0,1,384,24,13,16,64,1,1,1,4,0.39178,3.34,835.1
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,5120,16,32,8,128,16,fp16,1,fa2,25,,13,13,0,1,400,25,13,16,64,1,1,1,4,0.40341,3.327,831.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,5248,16,32,8,128,16,fp16,1,fa2,26,,13,13,0,1,416,26,13,16,64,1,1,1,4,0.41129,3.345,836.2
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,5376,16,32,8,128,16,fp16,1,fa2,26,,13,13,0,1,416,26,13,16,64,1,1,1,4,0.42211,3.339,834.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,5504,16,32,8,128,16,fp16,1,fa2,27,,13,13,0,1,432,27,13,16,64,1,1,1,4,0.43027,3.353,838.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,5632,16,32,8,128,16,fp16,1,fa2,28,,13,13,0,1,448,28,13,16,64,1,1,1,4,0.43922,3.361,840.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,5760,16,32,8,128,16,fp16,1,fa2,28,,13,13,0,1,448,28,13,16,64,1,1,1,4,0.44861,3.366,841.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,5888,16,32,8,128,16,fp16,1,fa2,29,,13,13,0,1,464,29,13,16,64,1,1,1,4,0.45943,3.36,839.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6016,16,32,8,128,16,fp16,1,fa2,29,,13,13,0,1,464,29,13,16,64,1,1,1,4,0.46995,3.356,838.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6144,16,32,8,128,16,fp16,1,fa2,30,,13,13,0,1,480,30,13,16,64,1,1,1,4,0.47796,3.37,842.4
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6272,16,32,8,128,16,fp16,1,fa2,31,,13,13,0,1,496,31,13,16,64,1,1,1,4,0.48627,3.381,845.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6400,16,32,8,128,16,fp16,1,fa2,31,,13,13,0,1,496,31,13,16,64,1,1,1,4,0.49594,3.383,845.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6528,16,32,8,128,16,fp16,1,fa2,32,,13,13,0,1,512,32,13,16,64,1,1,1,4,0.50536,3.386,846.6
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6656,16,32,8,128,16,fp16,1,fa2,32,,13,13,0,1,512,32,13,16,64,1,1,1,4,0.51394,3.395,848.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6784,16,32,8,128,16,fp16,1,fa2,33,,13,13,0,1,528,33,13,16,64,1,1,1,4,0.52542,3.385,846.2
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,6912,16,32,8,128,16,fp16,1,fa2,34,,13,13,0,1,544,34,13,16,64,1,1,1,4,0.53524,3.385,846.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7040,16,32,8,128,16,fp16,1,fa2,34,,13,13,0,1,544,34,13,16,64,1,1,1,4,0.54334,3.397,849.1
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7168,16,32,8,128,16,fp16,1,fa2,35,,13,13,0,1,560,35,13,16,64,1,1,1,4,0.55259,3.4,850.1
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7296,16,32,8,128,16,fp16,1,fa2,36,,13,13,0,1,576,36,13,16,64,1,1,1,4,0.56259,3.4,849.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7424,16,32,8,128,16,fp16,1,fa2,36,,13,13,0,1,576,36,13,16,64,1,1,1,4,0.57081,3.409,852.4
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7552,16,32,8,128,16,fp16,1,fa2,37,,13,13,0,1,592,37,13,16,64,1,1,1,4,0.58238,3.399,849.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7680,16,32,8,128,16,fp16,1,fa2,37,,13,13,0,1,592,37,13,16,64,1,1,1,4,0.59287,3.396,849.0
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7808,16,32,8,128,16,fp16,1,fa2,38,,13,13,0,1,608,38,13,16,64,1,1,1,4,0.59986,3.412,853.0
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,7936,16,32,8,128,16,fp16,1,fa2,39,,13,13,0,1,624,39,13,16,64,1,1,1,4,0.60907,3.416,853.9
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,8064,16,32,8,128,16,fp16,1,fa2,39,,13,13,0,1,624,39,13,16,64,1,1,1,4,0.61869,3.417,854.2
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_1,8192,16,32,8,128,16,fp16,1,fa2,40,,13,13,0,1,640,40,13,16,64,1,1,1,4,0.62788,3.42,855.1
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,128,16,32,8,128,16,fp16,1,fa2,1,,13,13,0,1,16,1,8,16,128,1,2,1,4,0.07875,0.426,106.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,256,16,32,8,128,16,fp16,1,fa2,2,,13,13,0,1,32,2,8,16,128,1,2,1,4,0.08134,0.825,206.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,384,16,32,8,128,16,fp16,1,fa2,2,,13,13,0,1,32,2,12,16,128,1,2,1,4,0.11581,0.869,217.3
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,512,16,32,8,128,16,fp16,1,fa2,3,,13,13,0,1,48,3,11,16,128,1,2,1,4,0.11091,1.21,302.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,640,16,32,8,128,16,fp16,1,fa2,4,,13,13,0,1,64,4,10,16,128,1,2,1,4,0.09719,1.726,431.6
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,768,16,32,8,128,16,fp16,1,fa2,4,,13,13,0,1,64,4,12,16,128,1,2,1,4,0.11322,1.778,444.6
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,896,16,32,8,128,16,fp16,1,fa2,5,,13,13,0,1,80,5,12,16,128,1,2,1,4,0.11821,1.987,496.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,1024,16,32,8,128,16,fp16,1,fa2,5,,13,13,0,1,80,5,13,16,128,1,2,1,4,0.1301,2.063,515.8
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,1152,16,32,8,128,16,fp16,1,fa2,6,,13,13,0,1,96,6,12,16,128,1,2,1,4,0.12979,2.327,581.7
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,1280,16,32,8,128,16,fp16,1,fa2,7,,13,13,0,1,112,7,12,16,128,1,2,1,4,0.13853,2.422,605.5
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,1408,16,32,8,128,16,fp16,1,fa2,7,,13,13,0,1,112,7,13,16,128,1,2,1,4,0.14882,2.48,620.1
[experiment] llama3_8b_float16_split_k_13_num_mma_kv_2,1536,16,32,8,128,16,fp16,1,fa2,8,,13,13,0,1,128,8,12,16,128,1,2,1,4,0.15393,2.616,654.0
