label,kv_len,batch_size,num_qo_heads,num_kv_heads,head_dim,page_size,dtype,use_tensor_cores,backend,fixed_split_size,requested_fixed_split_size,target_split_k,split_k_count,disable_split_kv,split_kv,kv_chunk_size_tokens,kv_chunk_size_pages,num_chunks_kv,CTA_TILE_Q,CTA_TILE_KV,NUM_MMA_Q,NUM_MMA_KV,NUM_WARPS_Q,NUM_WARPS_KV,ms,tflops,gb_per_s_est,measurement_mode,measurement_warmup,measurement_repeat,measurement_trials
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6016,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6016,376,1,16,64,1,1,1,4,0.45043,3.501,875.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6144,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6144,384,1,16,64,1,1,1,4,0.45934,3.506,876.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6272,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6272,392,1,16,64,1,1,1,4,0.46941,3.503,875.7,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6400,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6400,400,1,16,64,1,1,1,4,0.47865,3.505,876.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6528,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6528,408,1,16,64,1,1,1,4,0.48893,3.5,875.0,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6656,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6656,416,1,16,64,1,1,1,4,0.49762,3.506,876.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6784,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6784,424,1,16,64,1,1,1,4,0.507,3.508,876.9,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,6912,16,32,8,128,16,fp16,1,fa2,,,,,0,0,6912,432,1,16,64,1,1,1,4,0.51689,3.505,876.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7040,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7040,440,1,16,64,1,1,1,4,0.5257,3.511,877.6,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7168,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7168,448,1,16,64,1,1,1,4,0.53551,3.509,877.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7296,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7296,456,1,16,64,1,1,1,4,0.54442,3.513,878.3,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7424,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7424,464,1,16,64,1,1,1,4,0.5545,3.51,877.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7552,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7552,472,1,16,64,1,1,1,4,0.56344,3.514,878.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7680,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7680,480,1,16,64,1,1,1,4,0.57254,3.516,879.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7808,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7808,488,1,16,64,1,1,1,4,0.58255,3.514,878.4,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,7936,16,32,8,128,16,fp16,1,fa2,,,,,0,0,7936,496,1,16,64,1,1,1,4,0.59155,3.517,879.2,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,8064,16,32,8,128,16,fp16,1,fa2,,,,,0,0,8064,504,1,16,64,1,1,1,4,0.60113,3.517,879.1,median,100,100,10
[patched_heuristic] llama3_8b_float16_split_auto_alpha16_beta16_bs16,8192,16,32,8,128,16,fp16,1,fa2,,,,,0,0,8192,512,1,16,64,1,1,1,4,0.61085,3.516,878.9,median,100,100,10
